LOC_pass_1,LOC_pass_2,ARE_pass,PAR_pass,CVA_pass,ECC_pass
304.472727272727,2415.98787878788,165,0.43417248433237,0.75,0.934473815392065
427.365384615385,3403.63461538462,52,0.527954927901043,0.825396825396825,0.928680962588641
481.265625,3444.6875,64,0.98619926591887,0.941176470588235,0.825826320859373
582.686868686869,3835.45454545455,99,1.10130607196941,0.961165048543689,0.743154970057322
693.366834170854,5071.11055276382,199,0.729796906233743,0.880530973451327,0.728576321386472
705.768292682927,3539.19512195122,82,0.481622032150548,0.683333333333333,0.90508152019395
843.533333333333,5940.04444444444,45,0.736726121925525,0.865384615384615,0.832419288267957
856.528301886792,6550.19811320755,106,1.00777490539096,0.954954954954955,0.807689808655037
859.879518072289,6575.51807228916,83,1.10492409300055,0.965116279069767,0.737436063598555
927.923076923077,7460.17307692308,52,0.867281641190967,0.928571428571429,0.877407365279993
933.082352941177,4148.15294117647,85,0.81330307014779,0.944444444444444,0.916195516684604
952.885601577909,6368.27810650888,507,0.454510335326707,0.786046511627907,0.834208537134349
1042.63673469388,6589.62040816326,245,0.497509998062879,0.758513931888545,0.937436526149985
1042.0652173913,6619.69565217391,92,1.0638772725169,0.948453608247423,0.765388843212065
1102.29,5465.86,100,0.498816558059035,0.757575757575758,0.92526695741839
1141.37606837607,7886.51282051282,117,0.996308993699651,0.936,0.781623507435975
1150.15094339623,5819.39622641509,53,0.885056079071011,0.913793103448276,0.883363749810111
1168.16666666667,6888.76041666667,96,0.743683990991063,0.857142857142857,0.880534474523907
1180.59523809524,6142.07142857143,42,0.610943257914804,0.84,0.823095489676433
1283.51048951049,6894.23076923077,143,0.509642356288746,0.756613756613757,0.922341057101948
1528.8085106383,11930.9255319149,94,0.679078238761014,0.862385321100917,0.776412497089973
1695.93333333333,10112.5555555556,45,0.800891879544772,0.918367346938776,0.891212445130895
2528.22877358491,17745.3632075472,424,0.761399662105796,0.942222222222222,0.900041863042108
2611.88421052632,20944.9789473684,95,0.722528704760072,0.87962962962963,0.781171356273381
2926.91836734694,23991.3265306122,49,0.970320324399724,0.924528301886792,0.856234684926015
3045.84337349398,24422.6265060241,83,0.53317983495561,0.821782178217822,0.94719286155013
4313.13821138211,33265.1382113821,123,0.729196113966446,0.904411764705882,0.89137645501583
4426.37735849057,35698.7735849057,53,1.05161639699921,0.963636363636364,0.772893542354381
4633.62,37849.22,50,0.741422258211592,0.892857142857143,0.881502431485121
4660.27173913043,37907.875,184,0.510957562845181,0.814159292035398,0.935909331422023
4665.49145299145,37180.3076923077,234,0.544360364992691,0.854014598540146,0.947194005319061
4716.30769230769,37767.1858974359,156,0.480793122344779,0.696428571428571,0.912566536437911
4808.29226361031,38021.9369627507,349,0.516413377605228,0.857493857493858,0.868154712878953
4919.74166666667,37408.4166666667,120,0.896539054248719,0.930232558139535,0.802608621761268
4963.82417582418,37341.4835164835,91,0.316078119964273,0.78448275862069,0.754991203975955
4966.76363636364,37440.0363636364,55,1.09704668781409,0.982142857142857,0.52232026623435
4986.58666666667,37265.56,75,0.849316794085515,0.914634146341463,0.888024247048338
5197.275,39982.85,40,0.989728753196493,0.975609756097561,0.804547067346676
5245.3137254902,39977.4901960784,51,1.09668778067512,0.980769230769231,0.68422642440104
5299.62580645161,41301.935483871,310,0.422767386512578,0.780856423173804,0.737045945584548
5326.61643835616,40425.698630137,73,1.02747564874426,0.948051948051948,0.813584959221229
5334.53488372093,42668.488372093,43,0.475539483176088,0.704918032786885,0.912209843371964
5381.56790123457,43977.6666666667,81,0.778936952895937,0.880434782608696,0.891984630571088
5438.4128440367,41345.6834862385,218,0.289861718005175,0.71947194719472,0.863474648526728
5450.34615384615,43214.7692307692,52,1.15749822854435,0.981132075471698,0.688380672995609
5455.45098039216,41506.1960784314,51,0.418113626320005,0.75,0.796678651692743
5557.15652173913,41905.0956521739,230,0.446721411821939,0.766666666666667,0.929887915844852
5598.05555555556,44141.4851851852,270,0.751986424617564,0.891089108910891,0.840800963944411
5613.46428571429,43652.1830357143,224,0.455630502239648,0.805755395683453,0.923067802097799
5630.95108695652,42468.777173913,184,0.447556431612182,0.832579185520362,0.900777871724383
5671.79710144928,43942.2525879917,483,0.414435598046121,0.841463414634146,0.934839448753436
5706.44717444717,43978.0638820639,407,0.430525709298293,0.719081272084806,0.896787542634539
5726.68264840183,44063.6529680365,438,0.514944600766241,0.808118081180812,0.93733252865926
6527.21107784431,49726.6556886228,668,0.392239303671602,0.748878923766816,0.855991545155377
6596.52682926829,52276.5170731707,205,0.783817566359663,0.891304347826087,0.832068804605229
6612.16666666667,52409.9166666667,36,0.903297924206072,0.923076923076923,0.883825320387727
7199.7578125,55172.3046875,128,0.470767228490799,0.735632183908046,0.92136352829364
7318.53968253968,58411.5238095238,63,0.655867001387771,0.875,0.845581035793983
